@relation subflow_dataset_clustered

@attribute Instance_number numeric
@attribute flowid numeric
@attribute ppid numeric
@attribute subflow1 numeric
@attribute subflow2 numeric
@attribute subflow3 numeric
@attribute subflow4 numeric
@attribute subprotocol {none,'transition point 1','transition point 2'}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,cluster66,cluster67,cluster68,cluster69,cluster70,cluster71,cluster72,cluster73,cluster74,cluster75,cluster76,cluster77,cluster78,cluster79,cluster80,cluster81,cluster82,cluster83,cluster84,cluster85,cluster86,cluster87,cluster88,cluster89,cluster90,cluster91,cluster92,cluster93,cluster94,cluster95,cluster96,cluster97,cluster98,cluster99,cluster100,cluster101,cluster102,cluster103,cluster104,cluster105,cluster106,cluster107,cluster108,cluster109,cluster110,cluster111,cluster112,cluster113,cluster114,cluster115,cluster116,cluster117,cluster118,cluster119,cluster120,cluster121,cluster122,cluster123,cluster124,cluster125,cluster126,cluster127,cluster128,cluster129,cluster130,cluster131,cluster132,cluster133,cluster134,cluster135,cluster136,cluster137,cluster138,cluster139,cluster140,cluster141,cluster142,cluster143,cluster144,cluster145,cluster146,cluster147,cluster148,cluster149,cluster150,cluster151,cluster152,cluster153,cluster154,cluster155,cluster156,cluster157,cluster158,cluster159,cluster160,cluster161,cluster162,cluster163,cluster164,cluster165,cluster166,cluster167,cluster168,cluster169,cluster170,cluster171,cluster172,cluster173,cluster174,cluster175,cluster176,cluster177,cluster178,cluster179,cluster180,cluster181,cluster182,cluster183,cluster184,cluster185,cluster186,cluster187,cluster188,cluster189,cluster190,cluster191,cluster192}

@data
12004,761,5,210,-530,82,118,none,cluster3
12005,761,6,82,118,-118,150,none,cluster191
12006,761,7,118,-118,150,-134,none,cluster25
12007,761,8,-118,150,-134,118,none,cluster190
12008,762,2,-98,86,-490,218,none,cluster5
12009,762,3,86,-490,218,210,none,cluster6
12010,762,4,218,210,-530,82,none,cluster4
12011,762,5,210,-530,82,118,none,cluster3
12012,762,6,82,118,-118,150,none,cluster191
12013,762,7,118,-118,150,-134,none,cluster25
12014,762,8,-118,150,-134,118,none,cluster190
12015,763,2,-98,86,-490,218,none,cluster5
12016,763,3,86,-490,218,210,none,cluster6
12017,763,4,218,210,-530,82,none,cluster4
12018,763,5,210,-530,82,118,none,cluster3
12019,763,6,82,118,-118,150,none,cluster191
12020,763,7,118,-118,150,-134,none,cluster25
12021,763,8,-118,150,-134,118,none,cluster190
12022,764,2,-98,86,-490,218,none,cluster5
12023,764,3,86,-490,218,210,none,cluster6
12024,764,4,218,210,-530,82,none,cluster4
12025,764,5,210,-530,82,118,none,cluster3
12026,764,6,82,118,-118,150,none,cluster191
12027,764,7,118,-118,150,-134,none,cluster25
12028,764,8,-118,150,-134,118,none,cluster190
12029,765,2,-98,86,-490,218,none,cluster5
12030,765,3,86,-490,218,210,none,cluster6
12031,765,4,218,210,-530,82,none,cluster4
12032,765,5,210,-530,82,118,none,cluster3
12033,765,6,82,118,-118,150,none,cluster191
12034,765,7,118,-118,150,-134,none,cluster25
12035,765,8,-118,150,-134,118,none,cluster190
12036,766,1,-98,-98,86,-490,none,cluster158
12037,766,2,-98,86,-490,218,none,cluster5
12038,766,3,86,-490,218,210,none,cluster6
12039,766,4,218,210,-530,82,none,cluster4
12040,766,5,210,-530,82,118,none,cluster3
12041,766,6,82,118,-118,150,none,cluster191
12042,766,7,118,-118,150,-134,none,cluster25
12043,766,8,-118,150,-134,118,none,cluster190
12044,767,2,-98,86,-490,218,none,cluster5
12045,767,3,86,-490,218,210,none,cluster6
12046,767,4,218,210,-530,82,none,cluster4
12047,767,5,210,-530,82,118,none,cluster3
12048,767,6,82,118,-118,150,none,cluster191
12049,767,7,118,-118,150,-134,none,cluster25
12050,767,8,-118,150,-134,118,none,cluster190
12051,768,2,-98,86,-490,218,none,cluster5
12052,768,3,86,-490,218,210,none,cluster6
12053,768,4,218,210,-530,82,none,cluster4
12054,768,5,210,-530,82,118,none,cluster3
12055,768,6,82,118,-118,150,none,cluster191
12056,768,7,118,-118,150,-134,none,cluster25
12057,768,8,-118,150,-134,118,none,cluster190
12058,769,2,-98,86,-490,218,none,cluster5
12059,769,3,86,-490,218,210,none,cluster6
12060,769,4,218,210,-530,82,none,cluster4
12061,769,5,210,-530,82,118,none,cluster3
12062,769,6,82,118,-118,150,none,cluster191
12063,769,7,118,-118,150,-134,none,cluster25
12064,769,8,-118,150,-134,118,none,cluster190
12065,770,2,-98,86,-490,218,none,cluster5
12066,770,3,86,-490,218,210,none,cluster6
12067,770,4,218,210,-530,82,none,cluster4
12068,770,5,210,-530,82,118,none,cluster3
12069,770,6,82,118,-118,150,none,cluster191
12070,770,7,118,-118,150,-134,none,cluster25
12071,770,8,-118,150,-134,118,none,cluster190
12072,771,2,-98,86,-490,218,none,cluster5
12073,771,3,86,-490,218,210,none,cluster6
12074,771,4,218,210,-530,82,none,cluster4
12075,771,5,210,-530,82,118,none,cluster3
12076,771,6,82,118,-118,166,none,cluster188
12077,771,7,118,-118,166,166,none,cluster165
12078,771,8,166,166,-134,118,none,cluster165
12079,772,2,-98,86,-490,218,none,cluster5
12080,772,3,86,-490,218,210,none,cluster6
12081,772,4,218,210,-530,82,none,cluster4
12082,772,5,210,-530,82,118,none,cluster3
12083,772,6,82,118,-118,150,none,cluster191
12084,772,7,118,-118,150,-134,none,cluster25
12085,772,8,-118,150,-134,118,none,cluster190
12086,773,2,-98,86,-490,218,none,cluster5
12087,773,3,86,-490,218,210,none,cluster6
12088,773,4,218,210,-530,82,none,cluster4
12089,773,5,210,-530,82,118,none,cluster3
12090,773,6,82,118,-118,150,none,cluster191
12091,773,7,118,-118,150,-134,none,cluster25
12092,773,8,-118,150,-134,118,none,cluster190
12093,774,2,-98,86,-490,-490,none,cluster165
12094,774,3,-490,-490,218,210,none,cluster165
12095,774,4,218,210,-530,82,none,cluster4
12096,774,5,210,-530,82,118,none,cluster3
12097,774,6,82,118,-118,166,none,cluster188
12098,774,7,118,-118,166,-134,none,cluster93
12099,774,8,-118,166,-134,118,none,cluster95
12100,775,2,-98,86,-490,218,none,cluster5
12101,775,3,86,-490,218,210,none,cluster6
12102,775,4,218,210,-530,82,none,cluster4
12103,775,5,210,-530,82,118,none,cluster3
12104,775,6,82,118,-118,150,none,cluster191
12105,775,7,118,-118,150,-134,none,cluster25
12106,775,8,-118,150,-134,118,none,cluster190
12107,776,2,-98,86,-490,218,none,cluster5
12108,776,3,86,-490,218,210,none,cluster6
12109,776,4,218,210,-530,82,none,cluster4
12110,776,5,210,-530,82,118,none,cluster3
12111,776,6,82,118,-118,150,none,cluster191
12112,776,7,118,-118,150,-134,none,cluster25
12113,776,8,-118,150,-134,118,none,cluster190
12114,777,2,-98,86,-490,218,none,cluster5
12115,777,3,86,-490,218,210,none,cluster6
12116,777,4,218,210,-530,82,none,cluster4
12117,777,5,210,-530,82,118,none,cluster3
12118,777,6,82,118,-118,150,none,cluster191
12119,777,7,118,-118,150,-134,none,cluster25
12120,777,8,-118,150,-134,118,none,cluster190
12121,778,2,-98,86,-490,218,none,cluster5
12122,778,3,86,-490,218,210,none,cluster6
12123,778,4,218,210,-530,82,none,cluster4
12124,778,5,210,-530,82,118,none,cluster3
12125,778,6,82,118,-118,166,none,cluster188
12126,778,7,118,-118,166,-134,none,cluster93
12127,778,8,-118,166,-134,118,none,cluster95
12128,779,2,-98,86,-490,218,none,cluster5
12129,779,3,86,-490,218,210,none,cluster6
12130,779,4,218,210,-530,82,none,cluster4
12131,779,5,210,-530,82,118,none,cluster3
12132,779,6,82,118,-118,150,none,cluster191
12133,779,7,118,-118,150,-134,none,cluster25
12134,779,8,-118,150,-134,118,none,cluster190
12135,780,2,-98,86,-490,218,none,cluster5
12136,780,3,86,-490,218,210,none,cluster6
12137,780,4,218,210,-530,82,none,cluster4
12138,780,5,210,-530,82,118,none,cluster3
12139,780,6,82,118,-118,150,none,cluster191
12140,780,7,118,-118,150,-134,none,cluster25
12141,780,8,-118,150,-134,118,none,cluster190
12142,781,2,-98,86,-490,218,none,cluster5
12143,781,3,86,-490,218,210,none,cluster6
12144,781,4,218,210,-530,82,none,cluster4
12145,781,5,210,-530,82,118,none,cluster3
12146,781,6,82,118,-118,150,none,cluster191
12147,781,7,118,-118,150,-134,none,cluster25
12148,781,8,-118,150,-134,118,none,cluster190
12149,782,2,-98,86,-490,218,none,cluster5
12150,782,3,86,-490,218,210,none,cluster6
12151,782,4,218,210,-530,82,none,cluster4
12152,782,5,210,-530,82,118,none,cluster3
12153,782,6,82,118,-118,150,none,cluster191
12154,782,7,118,-118,150,-134,none,cluster25
12155,782,8,-118,150,-134,118,none,cluster190
12156,783,2,-98,86,-490,218,none,cluster5
12157,783,3,86,-490,218,210,none,cluster6
12158,783,4,218,210,-530,82,none,cluster4
12159,783,5,210,-530,82,118,none,cluster3
12160,783,6,82,118,-118,150,none,cluster191
12161,783,7,118,-118,150,-134,none,cluster25
12162,783,8,-118,150,-134,118,none,cluster190
12163,784,2,-98,86,-490,218,none,cluster5
12164,784,3,86,-490,218,210,none,cluster6
12165,784,4,218,210,-530,82,none,cluster4
12166,784,5,210,-530,82,82,none,cluster165
12167,784,6,82,118,-118,150,none,cluster191
12168,784,7,118,-118,150,-134,none,cluster25
12169,784,8,-118,150,-134,118,none,cluster190
12170,785,2,-98,86,-490,218,none,cluster5
12171,785,3,86,-490,218,210,none,cluster6
12172,785,4,218,210,-530,82,none,cluster4
12173,785,5,210,-530,82,118,none,cluster3
12174,785,6,82,118,-118,150,none,cluster191
12175,785,7,118,-118,150,-134,none,cluster25
12176,785,8,-118,150,-134,118,none,cluster190
12177,786,2,-98,86,-490,218,none,cluster5
12178,786,3,86,-490,218,210,none,cluster6
12179,786,4,218,210,-530,82,none,cluster4
12180,786,5,210,-530,82,118,none,cluster3
12181,786,6,82,118,-118,150,none,cluster191
12182,786,7,118,-118,150,-134,none,cluster25
12183,786,8,-118,150,-134,118,none,cluster190
12184,787,2,-98,86,-490,218,none,cluster5
12185,787,3,86,-490,218,210,none,cluster6
12186,787,4,218,210,-530,82,none,cluster4
12187,787,5,210,-530,82,118,none,cluster3
12188,787,6,82,118,-118,150,none,cluster191
12189,787,7,118,-118,150,-134,none,cluster25
12190,787,8,-118,150,-134,118,none,cluster190
12191,788,2,-98,86,-490,218,none,cluster5
12192,788,3,86,-490,218,210,none,cluster6
12193,788,4,218,210,-530,82,none,cluster4
12194,788,5,210,-530,82,118,none,cluster3
12195,788,6,82,118,-118,150,none,cluster191
12196,788,7,118,-118,150,-134,none,cluster25
12197,788,8,-118,150,-134,118,none,cluster190
12198,789,2,-98,86,-490,218,none,cluster5
12199,789,3,86,-490,218,210,none,cluster6
12200,789,4,218,210,-530,82,none,cluster4
12201,789,5,210,-530,82,118,none,cluster3
12202,789,6,82,118,-118,150,none,cluster191
12203,789,7,118,-118,150,-134,none,cluster25
12204,789,8,-118,150,-134,118,none,cluster190
12205,790,2,-98,86,-490,218,none,cluster5
12206,790,3,86,-490,218,210,none,cluster6
12207,790,4,218,210,-530,82,none,cluster4
12208,790,5,210,-530,82,118,none,cluster3
12209,790,6,82,118,-118,150,none,cluster191
12210,790,7,118,-118,150,-134,none,cluster25
12211,790,8,-118,150,-134,118,none,cluster190
12212,791,2,-98,86,-490,218,none,cluster5
12213,791,3,86,-490,218,210,none,cluster6
12214,791,4,218,210,-530,82,none,cluster4
12215,791,5,210,-530,82,118,none,cluster3
12216,791,6,82,118,-118,150,none,cluster191
12217,791,7,118,-118,150,-134,none,cluster25
12218,791,8,-118,150,-134,118,none,cluster190
12219,792,2,-98,86,-490,218,none,cluster5
12220,792,3,86,-490,218,210,none,cluster6
12221,792,4,218,210,-530,82,none,cluster4
12222,792,5,210,-530,82,118,none,cluster3
12223,792,6,82,118,-118,150,none,cluster191
12224,792,7,118,-118,150,-134,none,cluster25
12225,792,8,-118,150,-134,118,none,cluster190
12226,793,2,-98,86,-490,218,none,cluster5
12227,793,3,86,-490,218,210,none,cluster6
12228,793,4,218,210,-530,82,none,cluster4
12229,793,5,210,-530,82,118,none,cluster3
12230,793,6,82,118,-118,150,none,cluster191
12231,793,7,118,-118,150,-134,none,cluster25
12232,793,8,-118,150,-134,118,none,cluster190
12233,794,2,-98,86,-490,218,none,cluster5
12234,794,3,86,-490,218,210,none,cluster6
12235,794,4,218,210,-530,82,none,cluster4
12236,794,5,210,-530,82,118,none,cluster3
12237,794,6,82,118,-118,150,none,cluster191
12238,794,7,118,-118,150,-134,none,cluster25
12239,794,8,-118,150,-134,118,none,cluster190
12240,795,2,-98,86,-490,218,none,cluster5
12241,795,3,86,-490,218,210,none,cluster6
12242,795,4,218,210,-530,82,none,cluster4
12243,795,5,210,-530,82,118,none,cluster3
12244,795,6,82,118,-118,150,none,cluster191
12245,795,7,118,-118,150,-134,none,cluster25
12246,795,8,-118,150,-134,118,none,cluster190
12247,796,2,-98,86,-490,218,none,cluster5
12248,796,3,86,-490,218,210,none,cluster6
12249,796,4,218,210,-530,82,none,cluster4
12250,796,5,210,-530,82,118,none,cluster3
12251,796,6,82,118,-118,150,none,cluster191
12252,796,7,118,-118,150,-134,none,cluster25
12253,796,8,-118,150,-134,118,none,cluster190
12254,797,2,-98,86,-490,218,none,cluster5
12255,797,3,86,-490,218,210,none,cluster6
12256,797,4,218,210,-530,82,none,cluster4
12257,797,5,210,-530,82,118,none,cluster3
12258,797,6,82,118,-118,150,none,cluster191
12259,797,7,118,-118,150,-134,none,cluster25
12260,797,8,-118,150,-134,118,none,cluster190
12261,798,2,-98,86,-490,218,none,cluster5
12262,798,3,86,-490,218,210,none,cluster6
12263,798,4,218,210,-530,82,none,cluster4
12264,798,5,210,-530,82,118,none,cluster3
12265,798,6,82,118,-118,150,none,cluster191
12266,798,7,118,-118,150,-134,none,cluster25
12267,798,8,-118,150,-134,118,none,cluster190
12268,799,2,-98,86,-490,218,none,cluster5
12269,799,3,86,-490,218,210,none,cluster6
12270,799,4,218,210,-530,82,none,cluster4
12271,799,5,210,-530,82,118,none,cluster3
12272,799,6,82,118,-118,150,none,cluster191
12273,799,7,118,-118,150,-134,none,cluster25
12274,799,8,-118,150,-134,118,none,cluster190
12275,800,2,-98,86,-490,218,none,cluster5
12276,800,3,86,-490,218,210,none,cluster6
12277,800,4,218,210,-530,82,none,cluster4
12278,800,5,210,-530,82,118,none,cluster3
12279,800,6,82,118,-118,150,none,cluster191
12280,800,7,118,-118,150,-134,none,cluster25
12281,800,8,-118,150,-134,118,none,cluster190
12282,801,2,-98,86,-490,218,none,cluster5
12283,801,3,86,-490,218,210,none,cluster6
12284,801,4,218,210,-530,82,none,cluster4
12285,801,5,210,-530,82,118,none,cluster3
12286,801,6,82,118,-118,150,none,cluster191
12287,801,7,118,-118,150,-134,none,cluster25
12288,801,8,-118,150,-134,118,none,cluster190
12289,802,2,-98,86,-490,218,none,cluster5
12290,802,3,86,-490,218,218,none,cluster6
12291,802,4,218,210,-530,82,none,cluster4
12292,802,5,210,-530,82,118,none,cluster3
12293,802,6,82,118,-118,150,none,cluster191
12294,802,7,118,-118,150,-134,none,cluster25
12295,802,8,-118,150,-134,118,none,cluster190
12296,803,2,-98,86,-490,218,none,cluster5
12297,803,3,86,-490,218,210,none,cluster6
12298,803,4,218,210,-530,82,none,cluster4
12299,803,5,210,-530,82,118,none,cluster3
12300,803,6,82,118,-118,150,none,cluster191
12301,803,7,118,-118,150,-134,none,cluster25
12302,803,8,-118,150,-134,118,none,cluster190
12303,804,2,-98,86,-490,218,none,cluster5
12304,804,3,86,-490,218,210,none,cluster6
12305,804,4,218,210,-530,82,none,cluster4
12306,804,5,210,-530,82,118,none,cluster3
12307,804,6,82,118,-118,150,none,cluster191
12308,804,7,118,-118,150,-134,none,cluster25
12309,804,8,-118,150,-134,118,none,cluster190
12310,805,2,-98,86,-490,218,none,cluster5
12311,805,3,86,-490,218,210,none,cluster6
12312,805,4,218,210,-530,82,none,cluster4
12313,805,5,210,-530,82,118,none,cluster3
12314,805,6,82,118,-118,150,none,cluster191
12315,805,7,118,-118,150,-134,none,cluster25
12316,805,8,-118,150,-134,118,none,cluster190
12317,806,2,-98,86,-490,218,none,cluster5
12318,806,3,86,-490,218,210,none,cluster6
12319,806,4,218,210,-530,82,none,cluster4
12320,806,5,210,-530,82,118,none,cluster3
12321,806,6,82,118,-118,150,none,cluster191
12322,806,7,118,-118,150,-134,none,cluster25
12323,806,8,-118,150,-134,118,none,cluster190
12324,807,2,-98,86,-490,218,none,cluster5
12325,807,3,86,-490,218,210,none,cluster6
12326,807,4,218,210,-530,82,none,cluster4
12327,807,5,210,-530,82,118,none,cluster3
12328,807,6,82,118,-118,150,none,cluster191
12329,807,7,118,-118,150,-134,none,cluster25
12330,807,8,-118,150,-134,118,none,cluster190
12331,808,2,-98,86,-490,218,none,cluster5
12332,808,3,86,-490,218,210,none,cluster6
12333,808,4,218,210,-530,82,none,cluster4
12334,808,5,210,-530,82,118,none,cluster3
12335,808,6,82,118,-118,150,none,cluster191
12336,808,7,118,-118,150,-134,none,cluster25
12337,808,8,-118,150,-134,118,none,cluster190
12338,809,2,-98,86,-490,218,none,cluster5
12339,809,3,86,-490,218,210,none,cluster6
12340,809,4,218,210,-530,82,none,cluster4
12341,809,5,210,-530,82,118,none,cluster3
12342,809,6,82,118,-118,150,none,cluster191
12343,809,7,118,-118,150,-134,none,cluster25
12344,809,8,-118,150,-134,118,none,cluster190
12345,810,2,-98,86,-490,218,none,cluster5
12346,810,3,86,-490,218,210,none,cluster6
12347,810,4,218,210,-530,82,none,cluster4
12348,810,5,210,-530,82,118,none,cluster3
12349,810,6,82,118,-118,-118,none,cluster141
12350,810,7,-118,-118,150,-134,none,cluster169
12351,810,8,-118,150,-134,118,none,cluster190
12352,811,2,-98,86,-490,218,none,cluster5
12353,811,3,86,-490,218,210,none,cluster6
12354,811,4,218,210,-530,82,none,cluster4
12355,811,5,210,-530,82,118,none,cluster3
12356,811,6,82,118,-118,150,none,cluster191
12357,811,7,118,-118,150,-134,none,cluster25
12358,811,8,-118,150,-134,118,none,cluster190
12359,812,2,-98,86,-490,218,none,cluster5
12360,812,3,86,-490,218,210,none,cluster6
12361,812,4,218,210,-530,82,none,cluster4
12362,812,5,210,-530,82,118,none,cluster3
12363,812,6,82,118,-118,150,none,cluster191
12364,812,7,118,-118,150,-134,none,cluster25
12365,812,8,-118,150,-134,118,none,cluster190
12366,813,2,-98,86,-490,218,none,cluster5
12367,813,3,86,-490,218,210,none,cluster6
12368,813,4,218,210,-530,82,none,cluster4
12369,813,5,210,-530,82,118,none,cluster3
12370,813,6,82,118,-118,150,none,cluster191
12371,813,7,118,-118,150,-134,none,cluster25
12372,813,8,-118,150,-134,118,none,cluster190
12373,814,2,-98,86,-490,218,none,cluster5
12374,814,3,86,-490,218,210,none,cluster6
12375,814,4,218,210,-530,82,none,cluster4
12376,814,5,210,-530,82,118,none,cluster3
12377,814,6,82,118,-118,-118,none,cluster141
12378,814,7,-118,-118,150,-134,none,cluster169
12379,814,8,-118,150,-134,118,none,cluster190
12380,815,2,-98,86,-490,218,none,cluster5
12381,815,3,86,-490,218,210,none,cluster6
12382,815,4,218,210,-530,82,none,cluster4
12383,815,5,210,-530,82,118,none,cluster3
12384,815,6,82,118,-118,150,none,cluster191
12385,815,7,118,-118,150,-134,none,cluster25
12386,815,8,-118,150,-134,118,none,cluster190
12387,816,2,-98,86,-490,218,none,cluster5
12388,816,3,86,-490,218,210,none,cluster6
12389,816,4,218,210,-530,82,none,cluster4
12390,816,5,210,-530,82,118,none,cluster3
12391,816,6,82,118,-118,150,none,cluster191
12392,816,7,118,-118,150,-134,none,cluster25
12393,816,8,-118,150,-134,118,none,cluster190
12394,817,2,-98,86,-490,218,none,cluster5
12395,817,3,86,-490,218,210,none,cluster6
12396,817,4,218,210,-530,82,none,cluster4
12397,817,5,210,-530,82,118,none,cluster3
12398,817,6,82,118,-118,150,none,cluster191
12399,817,7,118,-118,150,-134,none,cluster25
12400,817,8,-118,150,-134,118,none,cluster190
12401,818,2,-98,86,-490,218,none,cluster5
12402,818,3,86,-490,218,210,none,cluster6
12403,818,4,218,210,-530,82,none,cluster4
12404,818,5,210,-530,82,118,none,cluster3
12405,818,6,82,118,-118,150,none,cluster191
12406,818,7,118,-118,150,-134,none,cluster25
12407,818,8,-118,150,-134,118,none,cluster190
12408,819,2,-98,86,-490,218,none,cluster5
12409,819,3,86,-490,218,210,none,cluster6
12410,819,4,218,210,-530,82,none,cluster4
12411,819,5,210,-530,82,118,none,cluster3
12412,819,6,82,118,-118,150,none,cluster191
12413,819,7,118,-118,150,-134,none,cluster25
12414,819,8,-118,150,-134,118,none,cluster190
12415,820,2,-98,86,-490,218,none,cluster5
12416,820,3,86,-490,218,210,none,cluster6
12417,820,4,218,210,-530,82,none,cluster4
12418,820,5,210,-530,82,118,none,cluster3
12419,820,6,82,118,-118,150,none,cluster191
12420,820,7,118,-118,150,-134,none,cluster25
12421,820,8,-118,150,-134,118,none,cluster190
12422,821,2,-98,86,-490,218,none,cluster5
12423,821,3,86,-490,218,210,none,cluster6
12424,821,4,218,210,-530,82,none,cluster4
12425,821,5,210,-530,82,118,none,cluster3
12426,821,6,82,118,-118,150,none,cluster191
12427,821,7,118,-118,150,-134,none,cluster25
12428,821,8,-118,150,-134,118,none,cluster190
12429,822,2,-98,86,-490,218,none,cluster5
12430,822,3,86,-490,218,210,none,cluster6
12431,822,4,218,210,-530,82,none,cluster4
12432,822,5,210,-530,82,118,none,cluster3
12433,822,6,82,118,-118,150,none,cluster191
12434,822,7,118,-118,150,-134,none,cluster25
12435,822,8,-118,150,-134,118,none,cluster190
12436,823,2,-98,86,-490,218,none,cluster5
12437,823,3,86,-490,218,210,none,cluster6
12438,823,4,218,210,-530,82,none,cluster4
12439,823,5,210,-530,82,118,none,cluster3
12440,823,6,82,118,-118,150,none,cluster191
12441,823,7,118,-118,150,-134,none,cluster25
12442,823,8,-118,150,-134,118,none,cluster190
12443,824,2,-98,86,-490,218,none,cluster5
12444,824,3,86,-490,218,210,none,cluster6
12445,824,4,218,210,-530,82,none,cluster4
12446,824,5,210,-530,82,118,none,cluster3
12447,824,6,82,118,-118,150,none,cluster191
12448,824,7,118,-118,150,-134,none,cluster25
12449,824,8,-118,150,-134,118,none,cluster190
12450,825,2,-98,86,-490,218,none,cluster5
12451,825,3,86,-490,218,210,none,cluster6
12452,825,4,218,210,-530,82,none,cluster4
12453,825,5,210,-530,82,118,none,cluster3
12454,825,6,82,118,-118,150,none,cluster191
12455,825,7,118,-118,150,-134,none,cluster25
12456,825,8,-118,150,-134,118,none,cluster190
12457,826,2,-98,86,-490,218,none,cluster5
12458,826,3,86,-490,218,210,none,cluster6
12459,826,4,218,210,-530,82,none,cluster4
12460,826,5,210,-530,82,118,none,cluster3
12461,826,6,82,118,-118,150,none,cluster191
12462,826,7,118,-118,150,-134,none,cluster25
12463,826,8,-118,150,-134,118,none,cluster190
12464,827,2,-98,86,-490,218,none,cluster5
12465,827,3,86,-490,218,210,none,cluster6
12466,827,4,218,210,-530,82,none,cluster4
12467,827,5,210,-530,82,118,none,cluster3
12468,827,6,82,118,-118,150,none,cluster191
12469,827,7,118,-118,150,-134,none,cluster25
12470,827,8,-118,150,-134,118,none,cluster190
12471,828,2,-98,86,-490,218,none,cluster5
12472,828,3,86,-490,218,210,none,cluster6
12473,828,4,218,210,-530,82,none,cluster4
12474,828,5,210,-530,82,118,none,cluster3
12475,828,6,82,118,-118,150,none,cluster191
12476,828,7,118,-118,150,-134,none,cluster25
12477,828,8,-118,150,-134,118,none,cluster190
12478,829,2,-98,86,-490,218,none,cluster5
12479,829,3,86,-490,218,210,none,cluster6
12480,829,4,218,210,-530,82,none,cluster4
12481,829,5,210,-530,82,118,none,cluster3
12482,829,6,82,118,-118,150,none,cluster191
12483,829,7,118,-118,150,-134,none,cluster25
12484,829,8,-118,150,-134,118,none,cluster190
12485,830,2,-98,86,-490,218,none,cluster5
12486,830,3,86,-490,218,210,none,cluster6
12487,830,4,218,210,-530,82,none,cluster4
12488,830,5,210,-530,82,118,none,cluster3
12489,830,6,82,118,-118,-118,none,cluster141
12490,830,7,-118,-118,150,-134,none,cluster169
12491,830,8,-118,150,-134,118,none,cluster190
12492,831,2,-98,86,-490,218,none,cluster5
12493,831,3,86,-490,218,210,none,cluster6
12494,831,4,218,210,-530,82,none,cluster4
12495,831,5,210,-530,82,118,none,cluster3
12496,831,6,82,118,-118,150,none,cluster191
12497,831,7,118,-118,150,-134,none,cluster25
12498,831,8,-118,150,-134,118,none,cluster190
12499,832,2,-98,86,-490,218,none,cluster5
12500,832,3,86,-490,218,210,none,cluster6
12501,832,4,218,210,-530,82,none,cluster4
12502,832,5,210,-530,82,118,none,cluster3
12503,832,6,82,118,-118,150,none,cluster191
12504,832,7,118,-118,150,-134,none,cluster25
12505,832,8,-118,150,-134,118,none,cluster190
12506,833,2,-98,86,-490,218,none,cluster5
12507,833,3,86,-490,218,210,none,cluster6
12508,833,4,218,210,-530,82,none,cluster4
12509,833,5,210,-530,82,118,none,cluster3
12510,833,6,82,118,-118,150,none,cluster191
12511,833,7,118,-118,150,-134,none,cluster25
12512,833,8,-118,150,-134,118,none,cluster190
12513,834,2,-98,86,-490,218,none,cluster5
12514,834,3,86,-490,218,210,none,cluster6
12515,834,4,218,210,-530,82,none,cluster4
12516,834,5,210,-530,82,118,none,cluster3
12517,834,6,82,118,-118,150,none,cluster191
12518,834,7,118,-118,150,-134,none,cluster25
12519,834,8,-118,150,-134,118,none,cluster190
12520,835,2,-98,86,-490,218,none,cluster5
12521,835,3,86,-490,218,210,none,cluster6
12522,835,4,218,210,-530,82,none,cluster4
12523,835,5,210,-530,82,118,none,cluster3
12524,835,6,82,118,-118,150,none,cluster191
12525,835,7,118,-118,150,-134,none,cluster25
12526,835,8,-118,150,-134,118,none,cluster190
12527,836,2,-98,86,-490,218,none,cluster5
12528,836,3,86,-490,218,210,none,cluster6
12529,836,4,218,210,-530,82,none,cluster4
12530,836,5,210,-530,82,118,none,cluster3
12531,836,6,82,118,-118,150,none,cluster191
12532,836,7,118,-118,150,-134,none,cluster25
12533,836,8,-118,150,-134,118,none,cluster190
12534,837,2,-98,86,-490,218,none,cluster5
12535,837,3,86,-490,218,210,none,cluster6
12536,837,4,218,210,-530,82,none,cluster4
12537,837,5,210,-530,82,118,none,cluster3
12538,837,6,82,118,-118,150,none,cluster191
12539,837,7,118,-118,150,-134,none,cluster25
12540,837,8,-118,150,-134,118,none,cluster190
12541,838,2,-98,86,-490,218,none,cluster5
12542,838,3,86,-490,218,210,none,cluster6
12543,838,4,218,210,-530,-530,none,cluster165
12544,838,5,-530,-530,82,118,none,cluster166
12545,838,6,82,118,-118,150,none,cluster191
12546,838,7,118,-118,150,-134,none,cluster25
12547,838,8,-118,150,-134,118,none,cluster190
12548,839,2,-98,86,-490,218,none,cluster5
12549,839,3,86,-490,218,210,none,cluster6
12550,839,4,218,210,-530,82,none,cluster4
12551,839,5,210,-530,82,118,none,cluster3
12552,839,6,82,118,-118,150,none,cluster191
