@relation subflow_dataset_clustered

@attribute Instance_number numeric
@attribute flowid numeric
@attribute ppid numeric
@attribute subflow1 numeric
@attribute subflow2 numeric
@attribute subflow3 numeric
@attribute subflow4 numeric
@attribute subprotocol {none,'transition point 1','transition point 2'}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,cluster66,cluster67,cluster68,cluster69,cluster70,cluster71,cluster72,cluster73,cluster74,cluster75,cluster76,cluster77,cluster78,cluster79,cluster80,cluster81,cluster82,cluster83,cluster84,cluster85,cluster86,cluster87,cluster88,cluster89,cluster90,cluster91,cluster92,cluster93,cluster94,cluster95,cluster96,cluster97,cluster98,cluster99,cluster100,cluster101,cluster102,cluster103,cluster104,cluster105,cluster106,cluster107,cluster108,cluster109,cluster110,cluster111,cluster112,cluster113,cluster114,cluster115,cluster116,cluster117,cluster118,cluster119,cluster120,cluster121,cluster122,cluster123,cluster124,cluster125,cluster126,cluster127,cluster128,cluster129,cluster130,cluster131,cluster132,cluster133,cluster134,cluster135,cluster136,cluster137,cluster138,cluster139,cluster140,cluster141,cluster142,cluster143,cluster144,cluster145,cluster146,cluster147,cluster148,cluster149,cluster150,cluster151,cluster152,cluster153,cluster154,cluster155,cluster156,cluster157,cluster158,cluster159,cluster160,cluster161,cluster162,cluster163,cluster164,cluster165,cluster166,cluster167,cluster168,cluster169,cluster170,cluster171,cluster172,cluster173,cluster174,cluster175,cluster176,cluster177,cluster178,cluster179,cluster180,cluster181,cluster182,cluster183,cluster184,cluster185,cluster186,cluster187,cluster188,cluster189,cluster190,cluster191,cluster192}

@data
12553,839,7,118,-118,150,150,none,cluster179
12554,839,8,150,150,-134,118,none,cluster111
12555,840,2,-98,86,-490,218,none,cluster5
12556,840,3,86,-490,218,210,none,cluster6
12557,840,4,218,210,-530,82,none,cluster4
12558,840,5,210,-530,82,118,none,cluster3
12559,840,6,82,118,-118,150,none,cluster191
12560,840,7,118,-118,150,-134,none,cluster25
12561,840,8,-118,150,-134,118,none,cluster190
12562,841,2,-98,86,-490,218,none,cluster5
12563,841,3,86,-490,218,210,none,cluster6
12564,841,4,218,210,-530,82,none,cluster4
12565,841,5,210,-530,82,118,none,cluster3
12566,841,6,82,118,-118,150,none,cluster191
12567,841,7,118,-118,150,-134,none,cluster25
12568,841,8,-118,150,-134,118,none,cluster190
12569,842,2,-98,86,-490,218,none,cluster5
12570,842,3,86,-490,218,210,none,cluster6
12571,842,4,218,210,-530,82,none,cluster4
12572,842,5,210,-530,82,118,none,cluster3
12573,842,6,82,118,-118,150,none,cluster191
12574,842,7,118,-118,150,-134,none,cluster25
12575,842,8,-118,150,-134,118,none,cluster190
12576,843,2,-98,86,-490,218,none,cluster5
12577,843,3,86,-490,218,210,none,cluster6
12578,843,4,218,210,-530,82,none,cluster4
12579,843,5,210,-530,82,118,none,cluster3
12580,843,6,82,118,-118,150,none,cluster191
12581,843,7,118,-118,150,-134,none,cluster25
12582,843,8,-118,150,-134,118,none,cluster190
12583,844,2,-98,86,-490,218,none,cluster5
12584,844,3,86,-490,218,210,none,cluster6
12585,844,4,218,210,-530,82,none,cluster4
12586,844,5,210,-530,82,118,none,cluster3
12587,844,6,82,118,-118,150,none,cluster191
12588,844,7,118,-118,150,-134,none,cluster25
12589,844,8,-118,150,-134,118,none,cluster190
12590,845,2,-98,86,-490,218,none,cluster5
12591,845,3,86,-490,218,210,none,cluster6
12592,845,4,218,210,-530,82,none,cluster4
12593,845,5,210,-530,82,118,none,cluster3
12594,845,6,82,118,-118,150,none,cluster191
12595,845,7,118,-118,150,-134,none,cluster25
12596,845,8,-118,150,-134,118,none,cluster190
12597,846,2,-98,86,-490,218,none,cluster5
12598,846,3,86,-490,218,210,none,cluster6
12599,846,4,218,210,-530,82,none,cluster4
12600,846,5,210,-530,82,118,none,cluster3
12601,846,6,82,118,-118,150,none,cluster191
12602,846,7,118,-118,150,-134,none,cluster25
12603,846,8,-118,150,-134,118,none,cluster190
12604,847,2,-98,86,-490,218,none,cluster5
12605,847,3,86,-490,218,210,none,cluster6
12606,847,4,218,210,-530,82,none,cluster4
12607,847,5,210,-530,82,118,none,cluster3
12608,847,6,82,118,-118,150,none,cluster191
12609,847,7,118,-118,150,-134,none,cluster25
12610,847,8,-118,150,-134,118,none,cluster190
12611,848,2,-98,86,-490,218,none,cluster5
12612,848,3,86,-490,218,210,none,cluster6
12613,848,4,218,210,-530,82,none,cluster4
12614,848,5,210,-530,82,118,none,cluster3
12615,848,6,82,118,-118,150,none,cluster191
12616,848,7,118,-118,150,-134,none,cluster25
12617,848,8,-118,150,-134,118,none,cluster190
12618,849,1,-98,-98,86,-490,none,cluster158
12619,849,2,-98,86,-490,218,none,cluster5
12620,849,3,86,-490,218,210,none,cluster6
12621,849,4,218,210,-530,82,none,cluster4
12622,849,5,210,-530,82,118,none,cluster3
12623,849,6,82,118,-118,166,none,cluster188
12624,849,7,118,-118,166,-134,none,cluster93
12625,849,8,-118,166,-134,118,none,cluster95
12626,850,2,-98,86,-490,218,none,cluster5
12627,850,3,86,-490,218,210,none,cluster6
12628,850,4,218,210,-530,82,none,cluster4
12629,850,5,210,-530,82,118,none,cluster3
12630,850,6,82,118,-118,150,none,cluster191
12631,850,7,118,-118,150,-134,none,cluster25
12632,850,8,-118,150,-134,118,none,cluster190
12633,851,2,-98,86,-490,218,none,cluster5
12634,851,3,86,-490,218,210,none,cluster6
12635,851,4,218,210,-530,82,none,cluster4
12636,851,5,210,-530,82,118,none,cluster3
12637,851,6,82,118,-118,150,none,cluster191
12638,851,7,118,-118,150,-134,none,cluster25
12639,851,8,-118,150,-134,118,none,cluster190
12640,852,2,-98,86,-490,218,none,cluster5
12641,852,3,86,-490,218,210,none,cluster6
12642,852,4,218,210,-530,82,none,cluster4
12643,852,5,210,-530,82,118,none,cluster3
12644,852,6,82,118,-118,150,none,cluster191
12645,852,7,118,-118,150,-134,none,cluster25
12646,852,8,-118,150,-134,118,none,cluster190
12647,853,2,-98,86,-490,218,none,cluster5
12648,853,3,86,-490,218,210,none,cluster6
12649,853,4,218,210,-530,82,none,cluster4
12650,853,5,210,-530,82,118,none,cluster3
12651,853,6,82,118,-118,150,none,cluster191
12652,853,7,118,-118,150,-134,none,cluster25
12653,853,8,-118,150,-134,118,none,cluster190
12654,854,2,-98,86,-490,218,none,cluster5
12655,854,3,86,-490,218,210,none,cluster6
12656,854,4,218,210,-530,82,none,cluster4
12657,854,5,210,-530,82,118,none,cluster3
12658,854,6,82,118,-118,150,none,cluster191
12659,854,7,118,-118,150,-134,none,cluster25
12660,854,8,-118,150,-134,118,none,cluster190
12661,855,2,-98,86,-490,218,none,cluster5
12662,855,3,86,-490,218,210,none,cluster6
12663,855,4,218,210,-530,82,none,cluster4
12664,855,5,210,-530,82,118,none,cluster3
12665,855,6,82,118,-118,150,none,cluster191
12666,855,7,118,-118,150,-134,none,cluster25
12667,855,8,-118,150,-134,118,none,cluster190
12668,856,2,-98,86,-490,218,none,cluster5
12669,856,3,86,-490,218,210,none,cluster6
12670,856,4,218,210,-530,82,none,cluster4
12671,856,5,210,-530,82,118,none,cluster3
12672,856,6,82,118,-118,150,none,cluster191
12673,856,7,118,-118,150,-134,none,cluster25
12674,856,8,-118,150,-134,118,none,cluster190
12675,857,2,-98,86,-490,218,none,cluster5
12676,857,3,86,-490,218,210,none,cluster6
12677,857,4,218,210,-530,82,none,cluster4
12678,857,5,210,-530,82,118,none,cluster3
12679,857,6,82,118,-118,150,none,cluster191
12680,857,7,118,-118,150,-134,none,cluster25
12681,857,8,-118,150,-134,118,none,cluster190
12682,858,2,-98,86,-490,218,none,cluster5
12683,858,3,86,-490,218,210,none,cluster6
12684,858,4,218,210,-530,82,none,cluster4
12685,858,5,210,-530,82,118,none,cluster3
12686,858,6,82,118,-118,150,none,cluster191
12687,858,7,118,-118,150,-134,none,cluster25
12688,858,8,-118,150,-134,118,none,cluster190
12689,859,2,-98,86,-490,218,none,cluster5
12690,859,3,86,-490,218,210,none,cluster6
12691,859,4,218,210,-530,82,none,cluster4
12692,859,5,210,-530,82,118,none,cluster3
12693,859,6,82,118,-118,150,none,cluster191
12694,859,7,118,-118,150,-134,none,cluster25
12695,859,8,-118,150,-134,118,none,cluster190
12696,860,2,-98,86,-490,218,none,cluster5
12697,860,3,86,-490,218,210,none,cluster6
12698,860,4,218,210,-530,82,none,cluster4
12699,860,5,210,-530,82,118,none,cluster3
12700,860,6,82,118,-118,150,none,cluster191
12701,860,7,118,-118,150,-134,none,cluster25
12702,860,8,-118,150,-134,118,none,cluster190
12703,861,2,-98,86,-490,218,none,cluster5
12704,861,3,86,-490,218,210,none,cluster6
12705,861,4,218,210,-530,82,none,cluster4
12706,861,5,210,-530,82,118,none,cluster3
12707,861,6,82,118,-118,150,none,cluster191
12708,861,7,118,-118,150,-134,none,cluster25
12709,861,8,-118,150,-134,118,none,cluster190
12710,862,2,-98,86,-490,218,none,cluster5
12711,862,3,86,-490,218,210,none,cluster6
12712,862,4,218,210,-530,82,none,cluster4
12713,862,5,210,-530,82,118,none,cluster3
12714,862,6,82,118,-118,150,none,cluster191
12715,862,7,118,-118,150,-134,none,cluster25
12716,862,8,-118,150,-134,118,none,cluster190
12717,863,2,-98,86,-490,218,none,cluster5
12718,863,3,86,-490,218,210,none,cluster6
12719,863,4,218,210,-530,82,none,cluster4
12720,863,5,210,-530,82,118,none,cluster3
12721,863,6,82,118,-118,150,none,cluster191
12722,863,7,118,-118,150,-134,none,cluster25
12723,863,8,-118,150,-134,118,none,cluster190
12724,864,2,-98,86,-490,218,none,cluster5
12725,864,3,86,-490,218,210,none,cluster6
12726,864,4,218,210,-530,82,none,cluster4
12727,864,5,210,-530,82,118,none,cluster3
12728,864,6,82,118,-118,150,none,cluster191
12729,864,7,118,-118,150,-134,none,cluster25
12730,864,8,-118,150,-134,118,none,cluster190
12731,865,2,-98,86,-490,218,none,cluster5
12732,865,3,86,-490,218,210,none,cluster6
12733,865,4,218,210,-530,82,none,cluster4
12734,865,5,210,-530,82,118,none,cluster3
12735,865,6,82,118,-118,150,none,cluster191
12736,865,7,118,-118,150,-134,none,cluster25
12737,865,8,-118,150,-134,118,none,cluster190
12738,866,2,-98,86,-490,218,none,cluster5
12739,866,3,86,-490,218,210,none,cluster6
12740,866,4,218,210,-530,82,none,cluster4
12741,866,5,210,-530,82,118,none,cluster3
12742,866,6,82,118,-118,150,none,cluster191
12743,866,7,118,-118,150,-134,none,cluster25
12744,866,8,-118,150,-134,-134,none,cluster109
12745,867,2,-98,86,-490,218,none,cluster5
12746,867,3,86,-490,218,210,none,cluster6
12747,867,4,218,210,-530,82,none,cluster4
12748,867,5,210,-530,82,118,none,cluster3
12749,867,6,82,118,-118,150,none,cluster191
12750,867,7,118,-118,150,-134,none,cluster25
12751,867,8,-118,150,-134,118,none,cluster190
12752,868,2,-98,86,-490,218,none,cluster5
12753,868,3,86,-490,218,210,none,cluster6
12754,868,4,218,210,-530,82,none,cluster4
12755,868,5,210,-530,82,118,none,cluster3
12756,868,6,82,118,-118,150,none,cluster191
12757,868,7,118,-118,150,-134,none,cluster25
12758,868,8,-118,150,-134,118,none,cluster190
12759,869,2,-98,86,-490,218,none,cluster5
12760,869,3,86,-490,218,210,none,cluster6
12761,869,4,218,210,-530,82,none,cluster4
12762,869,5,210,-530,82,118,none,cluster3
12763,869,6,82,118,-118,150,none,cluster191
12764,869,7,118,-118,150,-134,none,cluster25
12765,869,8,-118,150,-134,118,none,cluster190
12766,870,2,-98,86,-490,218,none,cluster5
12767,870,3,86,-490,218,210,none,cluster6
12768,870,4,218,210,-530,82,none,cluster4
12769,870,5,210,-530,82,118,none,cluster3
12770,870,6,82,118,-118,150,none,cluster191
12771,870,7,118,-118,150,-134,none,cluster25
12772,870,8,-118,150,-134,118,none,cluster190
12773,871,2,-98,86,-490,218,none,cluster5
12774,871,3,86,-490,218,210,none,cluster6
12775,871,4,218,210,-530,82,none,cluster4
12776,871,5,210,-530,82,118,none,cluster3
12777,871,6,82,118,-118,150,none,cluster191
12778,871,7,118,-118,150,-134,none,cluster25
12779,871,8,-118,150,-134,118,none,cluster190
12780,872,2,-98,86,-490,218,none,cluster5
12781,872,3,86,-490,218,210,none,cluster6
12782,872,4,218,210,-530,82,none,cluster4
12783,872,5,210,-530,82,118,none,cluster3
12784,872,6,82,118,-118,150,none,cluster191
12785,872,7,118,-118,150,-134,none,cluster25
12786,872,8,-118,150,-134,118,none,cluster190
12787,873,2,-98,86,-490,218,none,cluster5
12788,873,3,86,-490,218,210,none,cluster6
12789,873,4,218,210,-530,82,none,cluster4
12790,873,5,210,-530,82,118,none,cluster3
12791,873,6,82,118,-118,150,none,cluster191
12792,873,7,118,-118,150,-134,none,cluster25
12793,873,8,-118,150,-134,118,none,cluster190
12794,874,2,-98,86,-490,218,none,cluster5
12795,874,3,86,-490,218,210,none,cluster6
12796,874,4,218,210,-530,-530,none,cluster165
12797,874,5,-530,-530,82,118,none,cluster166
12798,874,6,82,118,-118,150,none,cluster191
12799,874,7,118,-118,150,-134,none,cluster25
12800,874,8,-118,150,-134,118,none,cluster190
12801,875,2,-98,86,-490,218,none,cluster5
12802,875,3,86,-490,218,210,none,cluster6
12803,875,4,218,210,-530,82,none,cluster4
12804,875,5,210,-530,82,118,none,cluster3
12805,875,6,82,118,-118,150,none,cluster191
12806,875,7,118,-118,150,-134,none,cluster25
12807,875,8,-118,150,-134,118,none,cluster190
12808,876,2,-98,86,-490,218,none,cluster5
12809,876,3,86,-490,218,210,none,cluster6
12810,876,4,218,210,-530,82,none,cluster4
12811,876,5,210,-530,82,118,none,cluster3
12812,876,6,82,118,-118,150,none,cluster191
12813,876,7,118,-118,150,-134,none,cluster25
12814,876,8,-118,150,-134,118,none,cluster190
12815,877,2,-98,86,-490,218,none,cluster5
12816,877,3,86,-490,218,210,none,cluster6
12817,877,4,218,210,-530,82,none,cluster4
12818,877,5,210,-530,82,118,none,cluster3
12819,877,6,82,118,-118,150,none,cluster191
12820,877,7,118,-118,150,-134,none,cluster25
12821,877,8,-118,150,-134,118,none,cluster190
12822,878,2,-98,86,-490,218,none,cluster5
12823,878,3,86,-490,218,210,none,cluster6
12824,878,4,218,210,-530,82,none,cluster4
12825,878,5,210,-530,82,118,none,cluster3
12826,878,6,82,118,-118,150,none,cluster191
12827,878,7,118,-118,150,-134,none,cluster25
12828,878,8,-118,150,-134,118,none,cluster190
12829,879,1,-98,-98,86,-490,none,cluster158
12830,879,2,-98,86,-490,218,none,cluster5
12831,879,3,86,-490,218,210,none,cluster6
12832,879,4,218,210,-530,82,none,cluster4
12833,879,5,210,-530,82,118,none,cluster3
12834,879,6,82,118,-118,150,none,cluster191
12835,879,7,118,-118,150,-134,none,cluster25
12836,879,8,-118,150,-134,118,none,cluster190
12837,880,1,-98,-98,86,-490,none,cluster158
12838,880,2,-98,86,-490,218,none,cluster5
12839,880,3,86,-490,218,210,none,cluster6
12840,880,4,218,210,-530,82,none,cluster4
12841,880,5,210,-530,82,118,none,cluster3
12842,880,6,82,118,-118,150,none,cluster191
12843,880,7,118,-118,150,-134,none,cluster25
12844,880,8,-118,150,-134,118,none,cluster190
12845,881,2,-98,86,-490,218,none,cluster5
12846,881,3,86,-490,218,210,none,cluster6
12847,881,4,218,210,-530,82,none,cluster4
12848,881,5,210,-530,82,118,none,cluster3
12849,881,6,82,118,-118,150,none,cluster191
12850,881,7,118,-118,150,-134,none,cluster25
12851,881,8,-118,150,-134,118,none,cluster190
12852,882,2,-98,86,-490,218,none,cluster5
12853,882,3,86,-490,218,210,none,cluster6
12854,882,4,218,210,-530,82,none,cluster4
12855,882,5,210,-530,82,118,none,cluster3
12856,882,6,82,118,-118,150,none,cluster191
12857,882,7,118,-118,150,-134,none,cluster25
12858,882,8,-118,150,-134,118,none,cluster190
12859,883,2,-98,86,-490,218,none,cluster5
12860,883,3,86,-490,218,210,none,cluster6
12861,883,4,218,210,-530,82,none,cluster4
12862,883,5,210,-530,82,118,none,cluster3
12863,883,6,82,118,-118,150,none,cluster191
12864,883,7,118,-118,150,-134,none,cluster25
12865,883,8,-118,150,-134,118,none,cluster190
12866,884,2,-98,86,-490,218,none,cluster5
12867,884,3,86,-490,218,210,none,cluster6
12868,884,4,218,210,-530,82,none,cluster4
12869,884,5,210,-530,82,118,none,cluster3
12870,884,6,82,118,-118,150,none,cluster191
12871,884,7,118,-118,150,-134,none,cluster25
12872,884,8,-118,150,-134,118,none,cluster190
12873,885,2,-98,86,-490,218,none,cluster5
12874,885,3,86,-490,218,210,none,cluster6
12875,885,4,218,210,-530,82,none,cluster4
12876,885,5,210,-530,82,118,none,cluster3
12877,885,6,82,118,-118,150,none,cluster191
12878,885,7,118,-118,150,-134,none,cluster25
12879,885,8,-118,150,-134,118,none,cluster190
12880,886,2,-98,86,-490,218,none,cluster5
12881,886,3,86,-490,218,210,none,cluster6
12882,886,4,218,210,-530,82,none,cluster4
12883,886,5,210,-530,82,118,none,cluster3
12884,886,6,82,118,-118,150,none,cluster191
12885,886,7,118,-118,150,-134,none,cluster25
12886,886,8,-118,150,-134,118,none,cluster190
12887,887,2,-98,86,-490,218,none,cluster5
12888,887,3,86,-490,218,210,none,cluster6
12889,887,4,218,210,-530,82,none,cluster4
12890,887,5,210,-530,82,98,none,cluster3
12891,887,6,82,98,-150,-150,none,cluster165
12892,888,2,-98,86,-490,218,none,cluster5
12893,888,3,86,-490,218,210,none,cluster6
12894,888,4,218,210,-530,82,none,cluster4
12895,888,5,210,-530,82,118,none,cluster3
12896,888,6,82,118,-118,150,none,cluster191
12897,888,7,118,-118,150,-134,none,cluster25
12898,888,8,-118,150,-134,118,none,cluster190
12899,889,2,-98,86,-490,218,none,cluster5
12900,889,3,86,-490,218,210,none,cluster6
12901,889,4,218,210,-530,82,none,cluster4
12902,889,5,210,-530,82,118,none,cluster3
12903,889,6,82,118,-118,150,none,cluster191
12904,889,7,118,-118,150,-134,none,cluster25
12905,889,8,-118,150,-134,118,none,cluster190
12906,890,2,-98,86,-490,218,none,cluster5
12907,890,3,86,-490,218,210,none,cluster6
12908,890,4,218,210,-530,82,none,cluster4
12909,890,5,210,-530,82,118,none,cluster3
12910,890,6,82,118,-118,150,none,cluster191
12911,890,7,118,-118,150,-134,none,cluster25
12912,890,8,-118,150,-134,118,none,cluster190
12913,891,2,-98,86,-490,218,none,cluster5
12914,891,3,86,-490,218,210,none,cluster6
12915,891,4,218,210,-530,82,none,cluster4
12916,891,5,210,-530,82,118,none,cluster3
12917,891,6,82,118,-118,150,none,cluster191
12918,891,7,118,-118,150,-134,none,cluster25
12919,891,8,-118,150,-134,118,none,cluster190
12920,892,2,-98,86,-490,218,none,cluster5
12921,892,3,86,-490,218,210,none,cluster6
12922,892,4,218,210,-530,82,none,cluster4
12923,892,5,210,-530,82,118,none,cluster3
12924,892,6,82,118,-118,150,none,cluster191
12925,892,7,118,-118,150,-134,none,cluster25
12926,892,8,-118,150,-134,118,none,cluster190
12927,893,2,-98,86,-490,218,none,cluster5
12928,893,3,86,-490,218,210,none,cluster6
12929,893,4,218,210,-530,82,none,cluster4
12930,893,5,210,-530,82,118,none,cluster3
12931,893,6,82,118,-118,150,none,cluster191
12932,893,7,118,-118,150,-134,none,cluster25
12933,893,8,-118,150,-134,118,none,cluster190
12934,894,2,-98,86,-490,218,none,cluster5
12935,894,3,86,-490,218,210,none,cluster6
12936,894,4,218,210,-530,82,none,cluster4
12937,894,5,210,-530,82,118,none,cluster3
12938,894,6,82,118,-118,182,none,cluster146
12939,894,7,118,-118,182,-134,none,cluster165
12940,894,8,-118,182,-134,118,none,cluster165
12941,895,2,-98,86,-490,218,none,cluster5
12942,895,3,86,-490,218,210,none,cluster6
12943,895,4,218,210,-530,82,none,cluster4
12944,895,5,210,-530,82,118,none,cluster3
12945,895,6,82,118,-118,166,none,cluster188
12946,895,7,118,-118,166,-134,none,cluster93
12947,895,8,-118,166,-134,118,none,cluster95
12948,896,2,-98,86,-490,218,none,cluster5
12949,896,3,86,-490,218,210,none,cluster6
12950,896,4,218,210,-530,82,none,cluster4
12951,896,5,210,-530,82,118,none,cluster3
12952,896,6,82,118,-118,150,none,cluster191
12953,896,7,118,-118,150,-134,none,cluster25
12954,896,8,-118,150,-134,118,none,cluster190
12955,897,2,-98,86,-490,218,none,cluster5
12956,897,3,86,-490,218,210,none,cluster6
12957,897,4,218,210,-530,82,none,cluster4
12958,897,5,210,-530,82,118,none,cluster3
12959,897,6,82,118,-118,150,none,cluster191
12960,897,7,118,-118,150,-134,none,cluster25
12961,897,8,-118,150,-134,118,none,cluster190
12962,898,2,-98,86,-490,218,none,cluster5
12963,898,3,86,-490,218,210,none,cluster6
12964,898,4,218,210,-530,82,none,cluster4
12965,898,5,210,-530,82,118,none,cluster3
12966,898,6,82,118,-118,150,none,cluster191
12967,898,7,118,-118,150,-134,none,cluster25
12968,898,8,-118,150,-134,118,none,cluster190
12969,899,2,-98,86,-490,218,none,cluster5
12970,899,3,86,-490,218,210,none,cluster6
12971,899,4,218,210,-530,82,none,cluster4
12972,899,5,210,-530,82,118,none,cluster3
12973,899,6,82,118,-118,150,none,cluster191
12974,899,7,118,-118,150,-134,none,cluster25
12975,899,8,-118,150,-134,118,none,cluster190
12976,900,2,-98,86,-490,218,none,cluster5
12977,900,3,86,-490,218,210,none,cluster6
12978,900,4,218,210,-530,82,none,cluster4
12979,900,5,210,-530,82,118,none,cluster3
12980,900,6,82,118,-118,150,none,cluster191
12981,900,7,118,-118,150,-134,none,cluster25
12982,900,8,-118,150,-134,118,none,cluster190
12983,901,2,-98,86,-490,218,none,cluster5
12984,901,3,86,-490,218,210,none,cluster6
12985,901,4,218,210,-530,82,none,cluster4
12986,901,5,210,-530,82,118,none,cluster3
12987,901,6,82,118,-118,150,none,cluster191
12988,901,7,118,-118,150,-134,none,cluster25
12989,901,8,-118,150,-134,118,none,cluster190
12990,902,2,-98,86,-490,218,none,cluster5
12991,902,3,86,-490,218,210,none,cluster6
12992,902,4,218,210,-530,82,none,cluster4
12993,902,5,210,-530,82,118,none,cluster3
12994,902,6,82,118,-118,150,none,cluster191
12995,902,7,118,-118,150,-134,none,cluster25
12996,902,8,-118,150,-134,118,none,cluster190
12997,903,2,-98,86,-490,218,none,cluster5
12998,903,3,86,-490,218,210,none,cluster6
12999,903,4,218,210,-530,82,none,cluster4
13000,903,5,210,-530,82,118,none,cluster3
13001,903,6,82,118,-118,150,none,cluster191
13002,903,7,118,-118,150,-134,none,cluster25
13003,903,8,-118,150,-134,118,none,cluster190
13004,904,2,-98,86,-490,218,none,cluster5
13005,904,3,86,-490,218,210,none,cluster6
13006,904,4,218,210,-530,82,none,cluster4
13007,904,5,210,-530,82,118,none,cluster3
13008,904,6,82,118,-118,150,none,cluster191
13009,904,7,118,-118,150,-134,none,cluster25
13010,904,8,-118,150,-134,118,none,cluster190
13011,905,2,-98,86,-490,218,none,cluster5
13012,905,3,86,-490,218,210,none,cluster6
13013,905,4,218,210,-530,82,none,cluster4
13014,905,5,210,-530,82,118,none,cluster3
13015,905,6,82,118,-118,-118,none,cluster141
13016,905,7,-118,-118,166,-134,none,cluster165
13017,905,8,-118,166,-134,118,none,cluster95
13018,906,1,-98,-98,86,-490,none,cluster158
13019,906,2,-98,86,-490,218,none,cluster5
13020,906,3,86,-490,218,210,none,cluster6
13021,906,4,218,210,-530,82,none,cluster4
13022,906,5,210,-530,82,118,none,cluster3
13023,906,6,82,118,-118,150,none,cluster191
13024,906,7,118,-118,150,-134,none,cluster25
13025,906,8,-118,150,-134,118,none,cluster190
13026,907,2,-98,86,-490,218,none,cluster5
13027,907,3,86,-490,218,218,none,cluster6
13028,907,4,218,210,-530,82,none,cluster4
13029,907,5,210,-530,82,118,none,cluster3
13030,907,6,82,118,-118,150,none,cluster191
13031,907,7,118,-118,150,-134,none,cluster25
13032,907,8,-118,150,-134,-134,none,cluster109
13033,908,2,-98,86,-490,218,none,cluster5
13034,908,3,86,-490,218,210,none,cluster6
13035,908,4,218,210,-530,82,none,cluster4
13036,908,5,210,-530,82,118,none,cluster3
13037,908,6,82,118,-118,150,none,cluster191
13038,908,7,118,-118,150,-134,none,cluster25
13039,908,8,-118,150,-134,118,none,cluster190
13040,909,2,-98,86,-490,218,none,cluster5
13041,909,3,86,-490,218,210,none,cluster6
13042,909,4,218,210,-530,82,none,cluster4
